"id","body","status","idate","freq","wfu"
"116/01","amnesty international usa's ","","",4,TRUE
"116/05","urgent  actionuanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 17 may 2005 further information on ua 116/05 ( 09 may 2005) and follow-up (13 may 2005) - fear for safety sudan  dr mudawi ibrahim adam (m) chair of the sudan development organization dr mudawi ibrahim adam was set free on 16 may. however, the charges against him (espionage and photographing military areas), like the 2004 charge of attempting to commit suicide, have not been officially dropped. he was allowed to leave the detention center at the attorney generals office, where he had been held for eight days, and his passport was returned to him. amnesty international believes he was detained solely to prevent him from traveling to ireland to receive the inaugural front line human rights defender award from irish president mary mcaleese on 13 may. his wife traveled to dublin to receive the prize on his behalf. many thanks to all who took action on this case. if possible, please send a final round of appeals: - expressing regret that dr mudawi ibrahim adam appears to have been kept in custody by national security and the police solely to prevent him from traveling to ireland to receive an award for his human rights work; - calling on the authorities to ensure that human rights activists are able to carry out their work of protecting and promoting human rights without fear of detention or harassment. appeals to: mr ali osman mohamed taha first vice-president, people's palace, po box 281, khartoum, sudan","update","",3,TRUE
"116/06","urgent  action uanetwork office aiusa 600 pennsylvania ave se 5th fl, washington dc 20003 t. 202.544.0200 f. 202.675.8566 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 23 may 2006 further information on ua 116/06 (4 may 2006) and follow-up (19 may 2006)  prisoners of conscience peru   julia natividad rodrguez surez (f) on 22 may, the supreme court withdrew the warrant for julia natividad rodrguez surez's arrest, replacing it with an order for her to appear before the supreme court when her case is heard. it is not known when this will be, but she is not in immediate danger. the human rights organization representing herminio palominio soto and julia rodrguez surez, the asociacin ministerio diaconal paz y esperanza , sent the following message to amnesty international: ""we believe that the response to the urgent action you issued has been very important in this case and thanks to it today there are two innocent people unfairly convicted of belonging to the armed opposition who are now at liberty and can continue enjoying the company and support of their families while they wait for their cases to be heard before the court."" ( creemos que ha sido muy importante la respuesta a la accin urgente enviada por ustedes y gracias a ello hoy dos personas inocentes e injustamente procesadas [por pertenecer a los grupos armados de oposicin] gozan de libertad y pueden continuar con la compaa y apoyo de su familia en este tiempo que an les queda de proceso .) no further action is requested from the ua network. many thanks to all who sent appeals. ","update","",3,TRUE
"116/07","urgent  action uanetwork office aiusa 600 pennsylvania ave se, washington dc 20003 t. 202.544.0200 f. 202.675.8566 e. uan@aiusa.org amnestyusa.org/urgent/ ","update","",10,TRUE
"116/11","further information on ua 116/11 (18 april 2011) and follow-up (14 june 2011)","update","2011-08-09",3,TRUE
"116/12","further information on ua: 116/12 (25 april 2012) issue date: 22 may 2012","update","2012-05-22",2,TRUE
"116/99","amnesty international usa's u r g e n t    a c t i o n ua office _ pobox 1270 nederland co 80466 _ ph 303 258 1170 _ fax 303 258 7881 _ e-mail sharriso@aiusa.org _ http://www.amnesty-usa.org/urgact/ ","","1999-05-21",3,TRUE
"117/01","amnesty international usa's u r g e n t a c t i o n uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 17 may 2001 further information on ua 117/01 issued 10 may 2001 - fear of forcible repatriation kingdom of cambodia/viet nam dien y lien (male) maria nam linh (female) their five children (four girls, one boy) more than 150 vietnamese ethnic minority men, women and children the cambodian authorities have reportedly agreed to give temporary refuge to vietnamese ethnic minority asylum-seekers. more than 150 adults and children fleeing from viet nam had been in hiding in mondulkiri province. the united nations high commission for refugees (unhcr) has now moved them to the provincial capital, senmonorom, and is providing them with assistance. a long-term solution to their situation, and that of possibly more asylum-seekers from viet nam arriving in cambodia has not yet been decided. there is still no news of dien y lien and his family, who were reportedly detained by cambodian police on 8 may, and it is feared that they have already been forcibly repatriated to viet nam. this fear is heightened by reports in the cambodian media that vietnamese officials in mondulkiri province have been offering money for the return of ethnic minority refugees to viet nam. they are among the scores of vietnamese ethnic minority people who have fled the country since march to escape an official crackdown on ethnic unrest in the central highlands. the crackdown is said to be continuing. other vietnamese asylum-seekers who have been forcibly returned from cambodia have been ill-treated and sentenced to long prison terms. further recommended action: no further appeals to the cambodian authorities are required at this time. appeals should continue as below to the vietnamese authorities. please send telegrams/telexes/faxes/express/ airmail letters in english, french or your own language: - expressing concern for the safety of dien y lien, maria nam linh and their five children, who may have been forcibly returned to viet nam; - urging the authorities to make public any information about their whereabouts and to guarantee their safety; - expressing concern that the vietnamese authorities may have been acting contrary to the convention relating to the status of refugees by encouraging forcible repatriation of asylum-seekers through financial reward. appeals to: prime minister phan van khai office of the prime minister hoang hoa tham ha noi socialist republic of viet nam","update","2001-05-10",2,TRUE
"117/12","further information on ua: 117/12 (25 april 2012) and update (25 may 2012) issue date: 31 may 2012","update","2012-05-31",3,TRUE
"118/01","21 september 2001 further information on ua 118/01 (16 may 2001) and follow-ups (17 may 2001, 17 july 2001 and 31 august 2001) - arbitrary arrest / torture democratic republic          golden misabiko baholelwa (m), - human rights of congo(drc)                   defender and prisoner of conscience human rights defender golden misabiko was released without charge from kinshasas main prison on 13 september, after spending over seven months as a prisoner of conscience. although relieved to be free, he requires medical treatment after being tortured in the initial stages of his imprisonment. one other detainee, a member of the military called clarice bbi zaina, was released at the same time as golden misabiko. they had been both been held in the cell-block known as pavillon 1 , where over 50 people continue to be detained for their alleged role in the assassination of laurent-dsir kabila in january 2001, although none of them have been formally charged. several of the remaining detainees in pavillon 1 , including anne-marie kamwanya masumbuko, appear to be held simply because they are related to suspected conspirators and, as such, they may be prisoners of conscience. the detainees are only allowed one short visit from a family member a week. golden misabiko has sent his thanks to all those who sent appeals on his behalf. he said that when he was informed that amnesty international was campaigning for his release he said to himself: im going to get out (je vais sortir). further recommended action: please send appeals to arrive as quickly as","","",5,TRUE
"118/04","urgent action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 21 june 2004 further information on ua 118/04 issued 18 march 2004 and re-issued 16 april 2004 fear for safety / possible disappearance","update","2004-03-18",3,TRUE
"118/10","urgent  action uanetwork office aiusa 600 pennsylvania ave se, washington dc 20003 t. 202.544.0200 f. 202.675.8566 e. uan@aiusa.org amnestyusa.org/urgent/ 16 june 2010 further information on ua 118/10 (18 may 2010) - imminent execution usa  (texas)  david lee powell david lee powell was executed in the us state of texas on 15 june for the murder of a police officer committed in may 1978. he had been on death row for more than half of his life. officer ralph ablanedo was shot dead in the state capital, austin, in may 1978. david powell was convicted of his murder in october 1978. in 1989, the us supreme court overturned the conviction and death sentence. david powell was retried in 1991 and again sentenced to death. in 1994, this sentence was overturned by the texas court of criminal appeals. in 1999, a new sentencing hearing was held and he was again sentenced to death. on 11 june 2010, the texas board of pardons and paroles voted against clemency, unanimously rejecting the powerful case presented to it of david powells rehabilitation. a psychiatrist who has treated david powell in recent years has said david powell has an exceptional ability to reach out and educate others. he can trace his own untoward footsteps and paths with great clarity and wisdom."" a dozen death row inmates have said that david powell had given then positive guidance. for further information see amnesty international report people can change. will texas?","update","",2,TRUE
"119/01","urgent action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/","update","2001-05-16",2,TRUE
"119/02","urgent  action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/","update","",3,TRUE
"119/05","urgent action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 1 june 2005 further information on 119/05 issued 12 may 2005 - detention without charge/fear of ill-treatment or torture","update","2005-05-12",2,TRUE
"119/12","further information on ua: 119/12 (27 april 2012) and updates (4 may 2012, 18 may 2012, 11 june 2012, 21 june 2012, 12 july 2012, 10 august 2012, 17 september 2012, 25 september 2012) issue date: 18 october 2012","update","2012-10-18",11,TRUE
"12/00","amnesty international usa's m e d i c a l      a c t i o n ua office _ pobox 1270 nederland co 80466 _ ph 303 258 1170 _ fax 303 258 7881 _ e-mail sharriso@aiusa.org _ http://www.amnesty-usa.org/urgact/ ","stop action","",6,TRUE
"12/03","amnesty international usa's refugee action 600 pennsylvania avenue, se, ste. 300, washington, dc 20003 t. 202.544.0200x497 f. 202.544-7852 e-mail. refugee@aiusa.org nsa 13/03 october 15, 2003. protect displaced chechens from forced return; provide decent camps in ingushetia summary : in recent months, russian authorities have been exerting pressure on internally displaced persons (idps) from chechnya to leave some of the tent camps in neighboring ingushetia. about 12,000 idps, out of a total displaced population of 80,000 in ingushetia, live in tent camps. such pressure was especially strong in the bella camp, where idps were harassed and intimidated and threatened with deregistration from official camp lists of idps. on september 22, 2003, two women in the bella camp were reportedly struck repeatedly with the butts of automatic rifles when idps tried to prevent local gas workers from cutting off the gas supply to the camp. a group of idps declared a hunger strike to protest cuts at vital services aimed at pressuring the camp to close. on september 30, the bella camp was closed, and its remaining population were resettled in the satsita camp where unhcr is reported to have provided 166 tents for the idps, as well as guarantees that a group of idps from the bella camp that were not registered with the federal migration service would nevertheless be granted registration and accommodation in the satsita camp. amnesty international welcomes the recent announcement that the final group of 1,000 chechen idps from the bella camp was voluntarily relocated to a neighboring idp camp in ingushetia. however, amnesty international is still concerned that the russian authorities have not given sufficient guarantees that the principle of voluntary return as well as the integrity and dignity of the idps will be respected. background : prior to the closure of the bella idp camp, attempts by the russian authorities to pressure the remaining idps living in tent camps in ingushetia were reported to have intensified. the authorities reportedly utilized a variety of tactics such as intimidation, harassment, threats of deregistration from official camp lists of idps and the curtailment of vital services such as water, electricity and gas supplies to compel the idps to return. furthermore, humanitarian and human rights agencies claimed that they were sometimes being denied access to the camps. recommended a ction: please send appeals as quickly as possible to the russian and ingush authorities urging them to meet the humanitarian needs of the displaced chechens in the satsita camp and other tent camps in ingushetia, and to provide idps in ingushetia with adequate shelter and protection, particularly against forced return to chechnya. s ample l etter : dear : i would like to welcome the recent news that through cooperation between the unhcr and the federal migration service, 1,000 internally displaced persons (idps) from the bella camp in ingushetia have been voluntarily relocated to the satsita camp. i urge you to ensure that adequate supplies of gas, electricity, and water are provided to idps, in particular in the coming winter months. i respectfully call upon you to provide idps with adequate shelter, protection and humanitarian assistance, in line with international standards. i also urge you to provide humanitarian agencies with unfettered access to the idp camps so as to provide vital food supplies and aid. i am concerned about the recent reports that idps are being put under extreme pressure to return from tent camps in ingushetia to the chechen republic, against their will and without guarantees for their security. reports that military raids -- which during the first three years of the current conflict mainly took place on the territory of the chechen republic -- have spread to neighboring ingushetia are a further cause for concern. during these raids federal forces -- as well as armed troops reportedly under the command of chechen presidential candidate and previous acting head of administration akhmad kadyrov -- are alleged to have targeted civilian settlements as well as idp camps and committed serious human rights violations i urge you to ensure that the principle of voluntary return for idps is respected, in accordance with the human rights obligations of the russian federation. if idps are to be proposed alternative accommodation in ingushetia, please ensure that they are provided promptly with information on the conditions and arrangements of such resettlement. finally, i urge you to take all appropriate action to ensure that allegations of human rights abuses by federal and other forces are investigated promptly, thoroughly and impartially and that the perpetrators are brought to justice. yours sincerely appeals to: minister of internal affairs boris gryzlov ul. zhitnaya, 16 117049 moscow russian federation","","",7,TRUE
"12/04"," medical action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ january 5, 2006 ","update","",4,TRUE
"12/05","medical action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/","","",2,TRUE
"12/11","urgent  action uanetwork office aiusa 600 pennsylvania ave se, washington dc 20003 t. 202.544.0200 f. 202.675.8566 e. uan@aiusa.org amnestyusa.org/urgent/ ","update","",2,TRUE
"12/99","amnesty international usa special action ua office _ pobox 1270 nederland co 80466 _ ph 303 258 1170 _ fax 303 258 7881 _ e-mail sharriso@aiusa.org _ http://www.amnesty-usa.org/urgact/ ","","",8,TRUE
"120/01","amnesty international usa's u r g e n t a c t i o n uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 3 september 2001 further information on ua 120/01 issued 17 may 2001 - death penalty saudi arabia                   deni magomedzayev (m), chechen, aged 19 new name:          idris arsayev (m), chechen, aged 16 the two men named above have reportedly been charged in connection with the hijacking of a plane in march and their case has been transferred to a sharia (islamic) court. a trial date has yet to be set. amnesty international is concerned that they are at risk of an unfair trial and that if convicted, face the death penalty. saudi arabian television announced the charges on 2 september, contrary to previous press reports in march which stated deni magomedzayev had already been sentenced to death. the saudi arabian minister of the interior, prince naif bin abdul aziz has reportedly said that the men will receive a trial ""based on fair legal procedures, giving the defendant the chance to reject the charges levelled against him, make a statement, and look at the details of the investigations."" the russian foreign minister, boris malakhov, was reported on 16 august to have confirmed that the russian federation was seeking the extradition of the men involved in the march hijacking of a russian plane which had been flying from istanbul to moscow, but was forced to land in madina, saudi arabia. the saudi arabian authorities had yet to complete their investigations and so had not made a decision on this. by 3 september, press reports quoted the russian federations prosecutors office as stating that the extradition request remains, despite reports that the trial will take place in saudi arabia. deni magomedzayev was arrested along with his brother idris arsayev, aged 16, in connection with the hijacking. idris arsayevs current status is however unknown as press reports in march stated that he had been pardoned. recently, saudi arabian television referred to leriskhan arsayev, also aged 16, as being charged with in connection with the hijacking and he too faced a trial in a sharia (islamic) court. if idris and leriskshan are one and the same person, saudi arabia would be violating the united nations convention on the rights of the child (crc), to which it is a state party. article 37 of the crc states neither capital punishment nor life imprisonment without possibility of release shall be imposed for offences committed by persons below eighteen years of age. this year, in fact, the crc recommended that saudi arabia take immediate steps to halt and abolish by law the imposition of the death penalty for crimes committed by persons under eighteen. further recommended action: please send appeals: - recognizing that states have a right to bring to justice anyone suspected of a criminal offence, including hijacking; -stating, however, that you are opposed to the death penalty in all cases, as a violation of the right to life and the ultimate cruel, inhuman or degrading punishment; - seeking clarification of the names and places of detention of all individuals facing trial in this case; - asking about idris arsayevs current legal status and whether he is the same person named in later saudi arabian television reports as leriskhan arsayev; - reminding the saudi arabian authorities of their obligations as a state party to cat, and urging them to abolish the death penalty, especially in the case of minors, as called for by the crc in relation to saudi arabia; - seeking assurances that all detainees will be treated humanely in detention, protected from torture and granted regular access to family members, embassy personnel, legal assistance and any medical attention they need. appeals to: king and prime minister the custodian of the two holy shrines his majesty king fahd binabdulaziz al-saud, office of hm the king, royal court, riyadh, kingdom of saudi arabia","update","2001-05-17",2,TRUE
"120/02","urgent action appeal uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 30 september 2002 further information on ua 120/02 issued 22 april 2002 and re-issued 29 april 2002 and 30 august 2002 arbitrary arrest / prisoner of conscience / ill-health democratic republic of congo                   nsii luanda shandwe (m), human rights defender human rights activist nsii luanda shandwe is currently convalescing in a kinshasa clinic after undergoing an operation for appendicitis. he appears to be recovering well from the operation, but may soon be returned to kinshasas main prison, the centre pnitentiaire et de reducation de kinshasa (cprk), kinshasa penitentiary and reeducation centre, where facilities for further medical care will be limited. nsii luanda shandwe was finally transferred, under armed escort, from the cprk to a privately-run clinic called la candeur on 20 september. this followed several weeks of pressure from both congolese and international human rights organizations, who had been concerned that his health was being seriously jeopardized by the refusal of the prison authorities to ensure that he received appropriate medical treatment. his operation took place on the afternoon of 24 september and appears to have been successful. he has also largely recovered from the other illnesses from which he had been suffering, including malaria. seven police officers are currently stationed at the clinic to guard nsii luanda shandwe, but visits are permitted by friends and members of human rights groups, including the comit des observateurs des droits de lhomme (codho), committee of human right observers, of which nsii luanda shandwe is the president. however, it is thought that the authorities are intending to return nsii luanda shandwe to the cprk in the coming days. the medical facilities at the cprk are basic compared with those at private medical centers such as la candeur , and it is feared that his early transfer back to the cprk will hinder his recovery from his operation. nsii luanda shandwe has been in detention since 19 april. the accusations against him relate to alleged treason offences, but formal legal proceedings appear to have stalled and he has yet to appear in court. amnesty international considers that the treason accusations have been contrived and that in reality he has been detained on account of his human rights activism. further recommended action: please send appeals: - welcoming the transfer of nsii luanda shandwe to a medical center where he has been able to receive appropriate medical treatment for appendicitis; - stating that you consider nsii luanda shandwe to be a prisoner of conscience, detained on account of his human rights activism, and urging for him to be immediately and unconditionally released; - urging that, if he is to remain in custody, he is allowed to complete his convalescence at la candeur medical centre and is not prematurely returned to the cprk. appeals to: minister of human rights: professeur ntumba luaba ministre de droits humains ministre de droits humains 33/c boulevard du 30 juin kinshasa-gombe democratic republic of congo","update","2002-04-22",4,TRUE
"120/03","urgent  action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/","update","",2,TRUE
"120/99","amnesty international usa's u r g e n t    a c t i o n ua office _ pobox 1270 nederland co 80466 _ ph 303 258 1170 _ fax 303 258 7881 _ e-mail sharriso@aiusa.org _ http://www.amnesty-usa.org/urgact/ extra 120/99                     death penalty  1 september 1999 usa (north carolina)    harvey lee green, jr., aged 38 harvey green is scheduled for lethal injection in north carolina on 24 september 1999. he was sentenced to death in 1984 for the murders of sheila bland and john edmondson, who were beaten to death during a robbery at a dry cleaners in bethel, pitt county, in 1983. harvey green pleaded guilty to the murders. in accepting the plea, the judge found that the killings were not premeditated - green had entered the dry cleaners carrying only a toy gun. he had also cooperated with the","","",2,TRUE
"121/01","amnesty international usa's u r g e n t a c t i o n uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 29 october 2001 further information on ua 121/01 issued 18 may 2001 and re-issued 8 june 2001 torture and ill-treatment turkmenistan                  dmitry melnichenko, aged 18 conscientious objector dmitry melnichenko, is now serving in an army medical unit in the town of serdar (formerly kizyl-arvat) in western turkmenistan. he has been visited by a group of fellow baptists who report that he is content with his situation because he does not have to carry arms. no criminal charges have been brought against him despite his refusal to swear an oath of military allegiance. according baptist sources, the appeals from the urgent action network played a decisive role in the case of dmitry melnichenko. they report","stop action","2001-05-18",2,TRUE
"121/06","urgent  action uanetwork office aiusa 600 pennsylvania ave se 5th fl, washington dc 20003 t. 202.544.0200 f. 202.675.8566 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 23 may 2006 ua 121/06 (first update; action originally issued 05 may 2006)  medical concern chile       juan carlos huenulao (m)        ] florencio jaime marileo (m)     ]  indigenous mapuches juan patricio marileo (m)       ] patricia roxana troncoso (f), mapuche sympathiser the four people named above, who began a hunger strike on 13 march, were examined in hospital and force-fed after this ua was issued, but then returned to temuco prison. they abandoned their hunger strike on 14 may, but resumed it on 20 may, and are now demanding that the parliament pass a bill now being debated which would grant them some form of conditional release. their health is in grave danger. the four had apparently suspended their hunger strike when they heard about the bill, which would modify the original anti-terrorism act and could allow the hunger strikers conditional release. they are all serving 10-year jail sentences: they also have to pay a fine of 425 million pesos, equivalent to us$827,000, not us$827 as stated in the original ua. recommended action: please send appeals to arrive as quickly as possible: - asking the authorities to ensure that juan carlos huenulao, florencio jaime marileo, juan patricio marileo and patricia roxana troncoso, receive adequate medical attention; - pointing out that the minister of interior stated on 28 april that the anti-terrorist law would no longer be applied to the mapuche people, and asking the authorities to make clear that it will not be applied to any mapuche people, including these four; - asking for assurances that the hunger strikers are not going to be subjected to further suffering as a result of force feeding. appeals to:","update","2006-05-05",2,TRUE
"121/08","urgent  action uanetwork office aiusa 600 pennsylvania ave se, washington dc 20003 t. 202.544.0200 f. 202.675.8566 e. uan@aiusa.org amnestyusa.org/urgent/ ","update","",5,TRUE
"121/99","amnesty international usa's u r g e n t    a c t i o n ua office _ pobox 1270 nederland co 80466 _ ph 303 258 1170 _ fax 303 258 7881 _ e-mail sharriso@aiusa.org _ http://www.amnesty-usa.org/urgact/ extra 121/99 fear for safety / possible disappearance / fear of torture or ill-treatment    1 september 1999 east timor      deomentino de fatima, aged 24 francisco do nascimento, aged 35 unknown amnesty international is seriously concerned for the safety of three people believed to be in the custody of the dili-based militia group aitarak. reports indicate that two of them have been badly beaten and that one may have been killed. deomentino de fatima was abducted by aitarak members within the last few days in taci tolu, just outside dili, as he and his family were travelling by car from their home village of lauhata, liquica sub-district, to dili. after a flag of the conselho nacional da resistncia timorense (cnrt) national council of timorese resistance was discovered in the car, deomentino de fatima was beaten and kicked and taken to an aitarak post in comoro, dili. his family were ordered to return home. they have had no information on his whereabouts. francisco do nascimento, from ailok laran, bairro pite village, west dili sub-district, dili, has not been seen since 27 august 1999 - the day in which at least four people were killed during clashes between militia members and pro-independence supporters in the kuluhan area of dili. when his wife went to look for him at aitarak headquarters she was reportedly told that there were two franciscos in their custody and she was threatened with detention. according to one report francisco do nascimento has been severely beaten in custody and possibly killed. the day after his disappearance his motor bike, shoes and belt were found in dili. the third person, a pro-independence supporter whose name is not known, was reportedly handed over to aitarak by police at the police resort (polres) in metinaro sub-district, dili, where he had been in custody. according to unconfirmed reports several aitarak members had reportedly gone to the police resort to urge the police to hand him over. the situation in dili has been very tense since the 31 august ballot in which the east timorese voted on whether to accept special autonomy within indonesia. on 1 september there was a serious confrontation between militia members and pro-independence close to the unamet (united nations mission in east timor) headquarters in dili. at least one person, believed to be georges francisco bonoparte, is known to have been killed. his political affiliation is unknown. journalists covering the events were also threatened by militia members and forced to seek refuge, along with local east timorese, in the unamet compound. buildings are also reported to have been set on fire and shots fired by the militias. background information serious human rights violations, including unlawful killings, ""disappearances"", arbitrary arrests, threats and intimidation have continued following the ballot in east timor. the majority of the victims, both during the popular consultation process and after the ballot, have been supporters of independence for east timor. unamet staff, in particular local staff, national and international journalists, non-governmental organizations and humanitarian workers have also been threatened, intimidated and attacked. the majority of the violations have been carried out by members of pro- integration militia groups, though the armed opposition group, falintil, has also committed abuses. there is clear evidence that the indonesian military are supporting the militias, including eyewitness accounts of direct military involvement in many of the attacks which have taken place. the indonesian police have also given support to the militias by failing to prevent attacks or to investigate reports of human rights violations. they are also known to be directly involved in other incidents such as the attack on the village of memo on 27 august in which three people died. at least one of them is thought to have been shot dead by the police. this urgent action appeal was written at amnesty international's research headquarters at its international secretariat in london, united kingdom. amnesty international is an independent worldwide movement working impartially for the release of all prisoners of conscience, fair and prompt trials for political prisoners and an end to torture and executions. it is funded by donations from its members and supporters throughout the world. recommended action: please send telegrams/faxes/express/airmail letters: - expressing concern for the safety of deomentino de fatima, francisco do nascimento and a third person, whose name is not known, who are believed to be in aitarak custody where they are at risk of torture or ill-treatment and unlawful killing; - urging the authorities to immediately provide information on their whereabouts and to take measures to ensure their safety and release if they are being held by aitarak; - asking that they investigate and prosecute members of aitarak found to be responsible for detaining the three; - asking that all militia groups are disarmed and disbanded and that, in the meantime, police prevent members of militia groups carrying out unlawful detentions and other human rights violations. appeals to (please note that fax tones can be difficult to obtain. it is better to try during local office hours  eastern daylight savings time minus 11 hours): commander resort military command (korem) 164/wiradharma (covers east","","",2,TRUE
"122/03","urgent action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 9 july 2003 further information on ua 122/03 issued 6 may 2003 and re-issued 9 may 2003 torture/ fear of torture/incommunicado detention new concern: unfair trial sudan  hana mohamed ali (f)  ] mawahib ali (f)    ] huda da'wood (f)    ] intisar abdel rahman fadl (f)  ] mohamed al hassan rahma (m)  ] mohammed ahmed khalid (m)  ]   all students at the zalingei university da'wood abdel rhaman (m)  ] abdel azim daw el beit (m  ] haythem samba (m)  ] el tayeb (m)    ] tagelsir (m)    ] al noor (m)    ] um al hassan sharoofa (f)  ] asha sharoofa (f)    ] hassan harri (m)  ] ashraf alhillo (m)  ] muna hassan (f)  ] wafa abdalla yousif (f)  ] safa abdalla yousif (f)   ] hasana abkr gamoos (f)  ] all the students named above have been released on bail. hassan harri andashraf alhillo were released at the beginning of may, whilst the other students were released at the end of the month. all have been charged with rioting ; and disturbance of public peace. the students' trial began on 4 june and on 8 july all were convicted following what amnesty international considers to be an unfair trial. the students had no legal representation in court, because lawyers attached to the case were allegedly intimidated by the authorities. the students were each fined 100,000.00 sudan dinars (238.00), except asha sharoofa and um al hassan sharoofa who were each fined 80,000.00 sudan dinars (191.00) and mohammed al hassan rahma and mohammed ahmed khalid who were each fined 200,000.00 sudan dinars (477.00). amnesty international considers the fines to be excessive. the students are considering appealing against their sentences. however, due to the rainy season the location for the appeal will have to be moved and the students cannot afford to travel to the new venue. asha sharoofa, um al hassan sharoofa, mawahib ali, intisar abdel rahman fadl, wafa abdalla yousif and hana mohamed ali have also been dismissed from zalingei university, for alleged non payment of fees. the authorities have indefinitely closed zalingei university. background information the students were arrested after a student protest on 1 may at zalingei university, western darfur province, over financial issues such as payment of grants and food and transport allowances. the riot police intervened, reportedly using tear gas and sticks against the students. one university building was burnt down during the protest. the students were held in incommunicado detention at the office of the security services in zalingei before being transferred to the police station. two female students, um al hassan sharoofa and asha sharoofa, arrested and detained incommunicado with the others, were transferred to hospital in zalingei. this was reportedly for treatment of injuries sustained when they were severely beaten by security personnel in detention. according to amnesty internationals information no investigation into the disturbances has yet occurred. many thanks to all who sent appeals. amnesty international will use longer campaigning methods on behalf of the students. please send a final round of appeals to arrive as quickly as possible: - raising concerns about the conduct of the students' trial and calling on the authorities to ensure that if the students do appeal against their sentences that the appeal is held in accordance with international standards; - urging the authorities to open an independent investigation into the incommunicado detention of the students and the reports of beatings of um al hassan sharoofa and asha sharoofa by members of the security and to bring the perpetrators to justice; - calling for an independent and impartial investigation into the conduct of the police on 1 may, for its findings to be made public and any member of the security forces who is found to have acted in breach of international standards on law enforcement to be brought to justice; appeals to: mr ali mohamed osman yassin minister of justice and attorney general ministry of justice khartoum, sudan","update","2003-05-06",3,TRUE
"122/06","urgent  action uanetwork office aiusa 600 pennsylvania ave se 5th fl, washington dc 20003 t. 202.544.0200 f. 202.675.8566 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 12 may 2006 ua 122/06 (originally issued 5 may 2006) f ear for safety/medical concern/fair trial and new concerns: arbitrary detention/torture ","update","2006-05-05",2,TRUE
"122/11","further information on ua: 122/11 (28 april 2011) and follow-ups (8 december 2011, 11 october 2011. 15 june 2011, 23 may 2011) issue date: 10 january 2012","update","2012-01-10",6,TRUE
"122/12","further information on ua: 122/12 (1 may 2012) and updates (12 june 2012, 26 june 2012, 23 july 2012) issue date: 21 august 2012","update","2012-08-21",5,TRUE
"123/10","urgent  action uanetwork office aiusa 600 pennsylvania ave se, washington dc 20003 t. 202.544.0200 f. 202.675.8566 e. uan@aiusa.org amnestyusa.org/urgent/ ","update","",2,TRUE
"123/11","further information on ua: 123/11 (3 may 2011) issue date: 10 october 2011","update","2011-10-10",2,TRUE
